C#CCS(=O)(=O)[O-].[Na+]
C#Cc1ccccc1OC
C#CS(=O)(=O)c1ccc(C)cc1
C#CCn1c2ccccc2c2ccccc21
C#Cc1cccc2ccccc12
C#CCOc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
C#CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
C#CCCCC(=O)ON1C(=O)CCC1=O
C#CC(C)(C)OC1CCCCO1
C#Cc1ccc(C(=O)O)cc1C
C#Cc1ccc(C(=O)O)c(Cl)c1
C#CCOCCOCCC(=O)O
C#Cc1cc(F)ccn1
C#Cc1ccc([N+](=O)[O-])cc1Cl
C#Cc1ccnc(OC)c1
C#CCNC(=O)CCCC#Cc1cnc(S(C)(=O)=O)nc1
C#CCCI
C#Cc1ccc(F)c(N)c1
C#CCC(C)(O)CCCC
C#Cc1ccccc1CO
C#Cc1ncccc1F
C#CCCCCCCNC(=O)OC(C)(C)C
C#Cc1cc[nH]c(=O)c1
C#CCC1CCN(C(=O)OC(C)(C)C)CC1
C#Cc1ccc(=O)[nH]c1
C#CB1OC(=O)CN(C)CC(=O)O1
C#CCOCCOCCOCCO
C#Cc1cncc(C)c1
C#C[C@@H](C)N.Cl
C#CCCCCCC(=O)O
C#CCOc1ccc(C[C@H](N)C(=O)O)cc1
C#CCCC(=O)OC(C)(C)C
C#CCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O
C#CCNc1ccc(C(=O)OCC)cc1
C#CC1CCC(=O)CC1
C#CCOc1cccc2ccccc12
C#CCOCCOCCOCCNC(=O)OC(C)(C)C
C#CCN1C(=O)C=CC1=O
C#CCOCCOCCOCCOCCN
C#CCOc1ccc(C(=O)c2ccc(OCCCCC(=O)O)cc2)cc1
C#CC(=O)NC
C#CCOCCNC(=O)OC(C)(C)C
C#Cc1cnc(N)c(-c2ccccc2)n1
C#CCOCCOCCOCCOCCNC(=O)CCCCC1SCC2NC(=O)NC21
C#CCNC(=O)C=C
C#CCOCCOCCOCCON
C#CCCC1(CCC(=O)O)N=N1
C#CCOCCOCCOCCOCCOCCO
C#Cc1ccc(C#N)cn1
C#CCOCCOCCOCCOCCOCCOCCO
C#CCOCCN
C#CCOCC(=O)O
C#CCCC(=O)OCC
C#CC1CCC2(CC1)OCCO2
C#Cc1ccc(C#Cc2ccccc2)cc1
C#CCOCCOCC(=O)O
C#Cc1cncc(C(=O)O)c1
C#CCCCN
C#CC(=O)c1ccccc1Cl
C#CCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)OC(C)(C)C
C#CCOCCOCCC(=O)OC(C)(C)C
C#CCOCCOCCOCCOCCOCCN
C#CCOCCOCCOCCOCCON
C#CCOCCOCCOCCOCCBr
C#CCOCCOCCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O
C#CCOCCOCCOCCOCCOCCOCCC(=O)O
C#CCOCCOCCNC(=O)OC(C)(C)C
C#CN(C)S(=O)(=O)c1ccc(C)cc1
C#CCOCC(C)O
C#CCOCCOCCOCCOCCOCCOCCOCCNC(=O)OC(C)(C)C
C#CCOCCOCCOCCN=[N+]=[N-]
C#CCOCCOCCOCC(=O)O
C#CC1CCC(C(=O)OC)C1
C#CC(N)c1ccccc1.Cl
C#CCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O
C#CCOCCI
C#CC1(C(=O)OC)CC1
C#Cc1ccc(CBr)cc1
C#Cc1ccc(CCl)cc1
C#Cc1cnc(OC)nc1
C#CCN(Cc1ccccn1)Cc1ccccn1
C#CCOS(C)(=O)=O
C#CC1CCC(CO)C1
C#CCOCCOCCOCCOC
C#Cc1cnn(CCC)c1
C#CCOCCOCCBr
C#CCCCN(C)C
C#CCNC(=O)c1cccc(B(O)O)c1
C#CCOCCOC
C#Cc1ccc(N2CCOCC2)cc1
C#CCCCC(=O)OC(C)(C)C
C#CCOCCN.Cl
C#CCC(C)(C)C(=O)O
C#CCc1ccc(CO)cc1
C#CCCS(=O)(=O)Cl
C#Cc1ccc(Cl)c(F)c1
C#CCCN1CCCCC1
C#Cc1ccc(C)s1
C#Cc1cccc(S(C)(=O)=O)c1
C#Cc1ccc(C(F)F)cc1
C#CCCCC(=O)Cl
C#CCCCS(=O)(=O)Cl
C#Cc1cc(C)c(C)s1
C#CCOC1CCN(C(=O)OC(C)(C)C)CC1
C#CCNN.Cl
C#Cc1cccc(NCc2cccs2)c1
C#CCNC(=O)CN.Cl
C#CCCC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
C#Cc1ccc(CC)s1
C#CCNC(=O)Cc1ccc(O)c(O)c1
C#Cc1cscn1
C#CCCN1CCNCC1
C#CCCCCCCBr
C#Cc1cc(C)sc1C
C#Cc1ccc(C)nn1
C#CC(N)Cc1cccc(F)c1.Cl
C#CCN(C)C(C)Cc1ccc(F)cc1.Cl
C#Cc1ccccc1B(O)O
C#CCOc1ccccc1C#N
C#CCCCCC(=O)ON1C(=O)CCC1=O
C#CCCCC(=O)OCC
C#CCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
C#Cc1cc(F)c(F)cc1F
C#CCOCCON
C#CCOC1CCNCC1.Cl
C#Cc1ccc(C2CC2)cn1
C#CCCCCCBr
C#CCOCCOCCOCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
C#CCOc1ccc(C(=O)c2ccc(O)cc2)cc1
C#CCCCO[Si](C)(C)C(C)(C)C
C#Cc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O
C#Cc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1
C#CCOCCOS(=O)(=O)c1ccc(C)cc1
C#CCCC1(CC(=O)O)N=N1
C#Cc1ccc(P(c2ccccc2)c2ccccc2)cc1
C#CCc1cccc(OC)c1
C#CCCC(=O)NCCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
C#CCOCCOCCOCCOCCOCCC(=O)NCc1ccc(-c2nnc(C)nn2)cc1
C#CCOCCCCCCCBr
C#CCOCCOCCOCCOCCOS(=O)(=O)c1ccc(C)cc1
C#CCOCCOCCOS(=O)(=O)c1ccc(C)cc1
C#CCCC(=O)Nc1cccc(B(O)O)c1
C#C[C@@H](C)NC(=O)OCc1ccccc1
C#CC(C)NC(=O)OCc1ccccc1
C#Cc1cccc(=O)[nH]1.O=C(O)C(F)(F)F
C#CCCl
C#CCCCCCCN
C#Cc1c(OC)cc(OC)cc1OC
C#CCN(C)C(=O)CCNc1nc(N2CCN(C(=O)C=C)CC2)c2cc(Cl)c(-c3c(O)cccc3F)c(F)c2n1
C#CC(C)(C)S(C)(=O)=O
C#Cc1cnc(C)nc1
C#CN(C)S(C)(=O)=O
C#CCOc1ccc(C(=O)c2ccc(C(=O)O)cc2)cc1
C#CCc1ccc(C#N)cc1
C#CCOC
C#CCOCC(=O)ON1C(=O)CCC1=O
C#Cc1nc(C)cc(C)n1
C#CC(=O)[O-].[Na+]
C#CCNc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
C#CCNc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O
C#CCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
C#CCCOCC(=O)O
C#CC(C)(O)c1ccccc1
C#CC[C@@](C)(N)C(=O)O.Cl
C#Cc1cc(C#N)c(F)cc1N
C#CCOCCOCCOCCOCCO[Si](C)(C)C(C)(C)C
C#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
C#CC(N)C(C)CC.Cl
C#CCCNC(=O)CN1CCN(CC(=O)OC(C)(C)C)CCN(CC(=O)OC(C)(C)C)CCN(CC(=O)OC(C)(C)C)CC1
C#CCOCCOCCO
C#Cc1cnc(=O)[nH]c1N
C#CCC(N)C(=O)O
C#CCCCCCNC(=O)OC(C)(C)C
C#CCOCCOCCC(=O)ON1C(=O)CCC1=O
C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC
C#CCn1ccc(=O)[nH]c1=O
C#CCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
C#CCOCCOCCOCCOCCOCCN1C(=O)C=CC1=O
C#CCOCCOCCOCCOCCNC(=O)OC(C)(C)C
C#CC1(OC)CCCCC1
C#CCOCCN1CCN(C(=O)OC(C)(C)C)CC1
C#Cc1ccc(OCCOCCOCCO)cc1
C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12
C#CCCCCCCCCCC(=O)O
C#CCOC1CN(C(=O)OC(C)(C)C)C1
C#CCNC(=O)CCCc1ccc2ccc3cccc4ccc1c2c34
C#CCN(CCCl)CCCl
C#CCN1CCC2(CC1)CN(C(=O)OC(C)(C)C)C2
C#Cc1cc(F)cc(F)c1
C#Cc1nccnc1N
C#Cc1nc(Br)cnc1N
C#Cc1ccccc1C
C#C[Si](C(C)C)(C(C)C)C(C)C
C#Cc1ccc(OC(F)(F)F)cc1
C#Cc1nccc2ccccc12
C#Cc1cc(Br)cnc1N
C#Cc1ncccn1
C#Cc1cncnc1
C#Cc1ccc(-c2ccc(CC)cc2)cc1
C#Cc1ccc(-c2ccc(CCC)cc2)cc1
C#CCCN
C#Cc1ccc(C=O)s1
C#Cc1cc2ccccc2c2ccccc12
C#CCN1CCCC1
C#CC1CCCCN1C(=O)OC(C)(C)C
C#CC1CCCN(C(=O)OC(C)(C)C)C1
C#CC1CCCNC1.Cl
C#Cc1ccc(S(C)(=O)=O)cc1
C#Cc1ccc2[nH]nc(C)c2c1
C#CCCNC(=O)OC(C)(C)C
C#C[B-](F)(F)F.[K+]
C#Cc1cccc(Nc2ncnc3cc(OC)c(N)cc23)c1
C#Cc1ccnc2ccccc12
C#Cc1ccc(F)c(F)c1
C#Cc1ccnc(Cl)c1
C#CCSC[C@H](N)C(=O)O
C#CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
C#CC[C@H](N)C(=O)O
C#CC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
C#Cc1ncc(Br)cn1
C#Cc1cccc(NC(C)=O)c1
C#Cc1ccc([N+](=O)[O-])cc1OC
C#Cc1cc(C)ccc1N
C#Cc1ccc(CC#N)cc1
C#CCCCC(=O)O
C#Cc1ccccc1C(=O)OC
C#Cc1cc([N+](=O)[O-])ccc1F
C#Cc1ccc(N)nc1
C#Cc1cccc(Br)n1
C#Cc1sccc1C
C#Cc1cccc(C)n1
C#CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O
C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)O
C#CC1CCCN1C(=O)OC(C)(C)C
C#CCN1CCOCC1
C#Cc1ccc(Cl)cn1
C#Cc1ccc(C(F)(F)F)cn1
C#Cc1ccc(Cl)nc1
C#CB1OC(=O)CN(C)CC(=O)O1
C#CCCN(C)C(=O)OC(C)(C)C
C#Cc1ccccc1B1OC(C)(C)C(C)(C)O1
C#CCNC(=O)c1ccc(N=Nc2ccccc2)cc1
C#CCCCCC(=O)OCC
C#Cc1ccc2c(c1)OCCOCCOCCOCCOCCO2
C#CCCC1(CCBr)N=N1
C#CCCNC(=O)c1ccc(N)c(N)c1
C#Cc1ccc(C(C)(C)C)cc1
C#CCCCCl
C#CCCCC#N
C#Cc1cncn1C
C#Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
C#Cc1ccc2c(c1)OCO2
C#CCCCCO
C#CCOC1CCCCO1
C#CCCCCCO
C#Cc1cccc(N)c1
C#CCCCCCCO
C#CCCCCCCCO
C#CCCCCCCC(=O)O
C#CCCCCCCCCO
C#CCOCc1ccccc1
C#Cc1ccc(CC)cc1
C#CC[C@@H](CC(=O)O)NC(=O)OC(C)(C)C
C#Cc1ccc(OCC)cc1
C#Cc1ccc(OC)c(OC)c1
C#Cc1ccc(N(C)C)cc1
C#CCOC(=O)NCCCC
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1
C#CCC(C(=O)OC)C(=O)OC
C#CCOc1ccccc1C=O
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
C#CCC(=O)OCC
C#CCOc1ccc(C=O)cc1OC
C#Cc1ccc(CCC)cc1
C#Cc1ccc(C(C)C)cc1
C#CCCOS(=O)(=O)c1ccc(C)cc1
C#CC(C)OS(=O)(=O)c1ccc(C)cc1
C#CCOCC1CO1
C#CCC(=O)OC
C#CCCCC(=O)OC
C#Cc1ccc(CCCC)cc1
C#CC(=O)OC
C#Cc1ccc(N(CC)CC)cc1
C#CCCN1C(=O)c2ccccc2C1=O
C#CCN(C)Cc1ccccc1
C#CCNC
C#CCNC(N)=O
C#CCN(C)Cc1ccccc1.Cl
C#CCOc1ccccc1
C#Cc1ccc(CCCCC)cc1
C#CCOCCO
C#CCN.Cl
C#CCCC(=O)[O-]
C#CCOS(=O)(=O)c1ccccc1
C#CCOS(=O)(=O)c1ccc(C)cc1
C#CC(OCC)OCC
C#CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]
C#CC(N)=O
C#Cc1cncc(Cl)c1
C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
C#Cc1ccc(-c2ccccc2)cc1
C#Cc1ccc(Oc2ccccc2)cc1
C#CC1CCN(C(=O)OC(C)(C)C)CC1
C#CC(=O)OC(C)(C)C
C#C[Si](C)(C)C(C)(C)C
C#Cc1ccc(CCCCCC)cc1
C#C[Sn](CCCC)(CCCC)CCCC
C#Cc1cc(N)ccc1C
C#CC(C)(C)C(=O)O
C#Cc1ccc(Cl)cc1Cl
C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
C#Cc1ccc(Cl)cc1F
C#Cc1cccc(OC(F)(F)F)c1
C#Cc1ccc(C)nc1
C#CCO[Si](C)(C)C(C)(C)C
C#C[C@H](C)NC(=O)OC(C)(C)C
C#C[C@H](C)N.Cl
C#CCCN.Cl
C#CCC(NC(=O)OC(C)(C)C)C(=O)c1cc(F)ccc1F
C#CC(C)(C)COCc1ccccc1
C#C[Si](C)(C)C
C#Cc1cn[nH]c1
C#CC1(O)CN(C(=O)OC(C)(C)C)C1
C#CC(C)(C)Cl
C#Cc1ccc(Br)cn1
C#CC1(O)COC1
C#CCNC(=O)C1CCC(CN2C(=O)C=CC2=O)CC1
C#CCN1CCCC1.Cl
C#CC1(O)CCOC1
C#CCC[C@H](CCCCC)OC1CCCCO1
C#CC1(C(=O)O)CC1
C#CC(O)(c1ccccc1)c1ccccc1
C#Cc1cnn(C)c1
C#Cc1ccc2ccc3cccc4ccc1c2c34
C#CCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
C#Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1
C#CC1CCSCC1
C#CCNC(=O)c1cccc(B2OC(C)(C)C(C)(C)O2)c1
C#Cc1cccc2c1OC(F)(F)O2
C#Cc1cnccn1
C#Cc1ccnc(C)c1
C#C[C@H]1CC[C@H](NC(=O)OC(C)(C)C)CC1
C#C[c-]1cccc1.[Fe+2].c1cc[cH-]c1
C#CC[C@@]1(C(=O)O)CCCN1.Cl
C#CCOCCC(=O)ON1C(=O)CCC1=O
C#CC[C@]1(C(=O)O)CCCN1.Cl
C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21
C#Cc1cccc(C(C)(C)C)c1
C#Cc1cc(Cl)cc(Cl)c1
C#Cc1cccc(CC)c1
C#CCOc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1
C#CCOCCOCCN
C#CCCCCNC(=O)CI
C#CCOC[C@](N)(C(=O)O)C(=O)OCC1c2ccccc2-c2ccccc21
C#CC[C@@H](N)C(=O)O
C#CCN
C#Cc1cccc2nccn12
C#Cc1ccc2[nH]ncc2n1
C#CCCCCCCCCC(=O)O
C#CCOC(N)=O
C#CCCCN.Cl
C#CCN1Cc2ccccc2S1(=O)=O
C#CC(O)c1cccc(F)c1
C#Cc1ccc2ccccc2c1
C#CCN1C(=O)CC2(CCCC2)CC1=O
C#Cc1cc(C(=O)OC)cc(C(=O)OC)c1
C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N
C#Cc1ccccc1C(C)=O
C#CC(C)(C)NC(=O)OC(C)(C)C
C#Cc1cnc2[nH]ncc2c1
C#CC[C@H](CO)NC(=O)OC(C)(C)C
C#Cc1cc(C(=O)OC)ccc1C
C#CC1(N)CC1.Cl
C#Cc1cc(C(=O)O)cc(C(=O)O)c1
C#Cc1cnc[nH]1
C#CCCCCNC(=O)OC(C)(C)C
C#CCON1C(=O)c2ccccc2C1=O
C#Cc1ccc(Br)s1
C#Cc1ccc(CCC(=O)OC)cc1
C#CCCC(=O)ON1C(=O)CCC1=O
C#CCOCCOCCOCCOCCC(=O)ON1C(=O)CCC1=O
C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl
C#Cc1cccc2c([Si](C)(C)C)c3ccccc3c([Si](C)(C)C)c12
C#CC(=O)OCC
C#CCN1C(=O)c2ccccc2C1=O
C#Cc1cccc(C)c1
C#Cc1ccc(Cl)cc1
C#Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
C#Cc1ccn[nH]1
C#Cc1ccccc1OC(F)(F)F
C#Cc1ccc(F)cn1
C#CCCCCCl
C#CCN1CCS(=O)(=O)CC1
C#CCOc1ccc(C[C@H](N)C(=O)O)cc1
C#CCCCCC(=O)O
C#Cc1ccc2c(c1)C(C)(C)CCS2
C#Cc1ccc(S(N)(=O)=O)cc1
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl
C#Cc1cccc([N+](=O)[O-])c1
C#CC1(O)CCCCC1
C#CC[C@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21
C#C[Si](c1ccccc1)(c1ccccc1)c1ccccc1
C#CCC(N)C(=O)O.Cl
C#CCOCCC(=O)O
C#Cc1cccc(C(=O)OC(C)(C)C)c1
C#CC(C)(O)c1cc(C)on1
C#Cc1ccc(C(=O)O)nc1
C#Cc1cccc2cn[nH]c12
C#CC(O)C1CCCCC1
C#CCO[C@@H]1[C@H](OP(OCCC#N)N(C(C)C)C(C)C)[C@@H](COC(c2ccccc2)(c2ccc(OC)cc2)c2ccc(OC)cc2)O[C@H]1n1cnc2c(=O)[nH]c(NC(=O)C(C)C)nc21
C#CCOC(=O)Nc1ccc(O)cc1
C#CC1CCN(C(=O)OC(C)(C)C)C1
C#Cc1ccc(CN)cc1
C#Cc1ccc(OC)nc1
C#Cc1ccc(F)cc1F
C#Cc1cccc(C(=O)OC)c1
C#CCCCCBr
C#CCOC(=O)c1ccccc1
C#Cc1c(OC)cccc1OC
C#C[C@@H](C)NC(=O)OC(C)(C)C
C#CC[C@@H](N)C(=O)O.Cl
C#CCCO
C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)cc1
C#CC(C)NC(=O)OC(C)(C)C
C#Cc1ccc(F)nc1
C#Cc1ccc(O)nc1
C#CC1CN(C(=O)OC(C)(C)C)C1
C#Cc1ccc(C(C)=O)s1
C#CCNC(=O)OCc1ccccc1
C#Cc1cc(F)c(F)c(F)c1
C#CCOc1cc(F)ccc1F
C#Cc1cnc2ccccn12
C#Cc1cccc(F)n1
C#Cc1ccc2ncccc2c1
C#Cc1cccc(C(=O)OCC)n1
C#Cc1ccc2cnccc2c1
C#CCNC(=O)c1ccc(Br)cc1
C#Cc1ccc2ncsc2c1
C#Cc1cccc(N)c1.Cl
C#Cc1cccc(C(N)=O)c1
C#CCC(C(=O)OCC)C(=O)OCC
C#CCCC(C(=O)OCC)C(=O)OCC
C#Cc1cccc(NC(=O)OC(C)(C)C)c1
C#Cc1ccnc(Br)c1
C#Cc1ccc(OC)cn1
C#CCON.Cl
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
C#Cc1csc(C)n1
C#Cc1cccc(CN)c1
C#Cc1cccnc1F
C#CCCCCN
C#CCCCCN.Cl
C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)OC
C#CC1CCNCC1.Cl
C#Cc1cnc(Cl)nc1
C#Cc1ccc(Cl)cn1.Cl
C#Cc1ccccc1C#N
C#CCCCI
C#Cc1ccc(CN)cc1.Cl
C#Cc1ccc(CNC(=O)OC(C)(C)C)cc1
C#Cc1ccccc1CNC(=O)OC(C)(C)C
C#Cc1ccccc1CN.Cl
C#Cc1cccc(CNC(=O)OC(C)(C)C)c1
C#Cc1cnc2cccnn12
C#Cc1ncccc1OC
C#Cc1cc(Cl)ncc1F
C#Cc1ccc(-c2ccccn2)nc1
C#CCCNC(=O)OCc1ccccc1
C#CCCCCCCCC(=O)O
C#CCCC(=O)OC
C#CCOc1ccc(N)cc1
C#Cc1ccc(B(O)O)cc1
C#CCCCNC(=O)OC(C)(C)C
C#CCNC(=O)C(F)(F)F
C#Cc1ccc(OC)cc1CO
C#CCNC(=O)OC(C)(C)C
C#Cc1cnc2ccccc2c1
C#Cc1cccc(C(=O)O)c1
